,,Final,,,Semi,,,Info,,,Overall #,,,GF #,,,SF #,,
636,1992,8,31.82%,1992,,,,🇵🇹 Portugal,Diná,Amor d'água fresca,17,23,27.27%,17,23,27.27%,,,
637,1992,9,36.36%,1992,,,,🇨🇾 Cyprus,Evridiki,Teriazoume,11,23,54.55%,11,23,54.55%,,,
638,1992,10,40.91%,1992,,,,🇲🇹 Malta,Mary Spiteri,Little Child,3,23,90.91%,3,23,90.91%,,,
639,1992,11,45.45%,1992,,,,🇮🇸 Iceland,Heart 2 Heart,Nei eða já,7,23,72.73%,7,23,72.73%,,,
640,1992,12,50.00%,1992,,,,🇫🇮 Finland,Pave Maijanen,"Yamma, yamma",23,23,0.00%,23,23,0.00%,,,
641,1992,13,54.55%,1992,,,,🇨🇭 Switzerland,Daisy Auvray,Mister Music Man,15,23,36.36%,15,23,36.36%,,,
642,1992,14,59.09%,1992,,,,🇱🇺 Luxembourg,Marion Welter & Kontinent,Sou fräi,21,23,9.09%,21,23,9.09%,,,
643,1992,15,63.64%,1992,,,,🇦🇹 Austria,Tony Wegas,Zusammen geh'n,10,23,59.09%,10,23,59.09%,,,
644,1992,16,68.18%,1992,,,,🇬🇧 United Kingdom,Michael Ball,One Step Out of Time,2,23,95.45%,2,23,95.45%,,,
645,1992,17,72.73%,1992,,,,🇮🇪 Ireland,Linda Martin,Why Me?,1,23,100.00%,1,23,100.00%,,,
646,1992,18,77.27%,1992,,,,🇩🇰 Denmark,Kenny Lübcke & Lotte Nilsson,Alt det som ingen ser,12,23,50.00%,12,23,50.00%,,,
647,1992,19,81.82%,1992,,,,🇮🇹 Italy,Mia Martini,Rapsodia,4,23,86.36%,4,23,86.36%,,,
648,1992,20,86.36%,1992,,,,🏳 Yugoslavia,Extra Nena,Ljubim te pesmama,13,23,45.45%,13,23,45.45%,,,
649,1992,21,90.91%,1992,,,,🇳🇴 Norway,Merethe Trøan,Visjoner,18,23,22.73%,18,23,22.73%,,,
650,1992,22,95.45%,1992,,,,🇩🇪 Germany,Wind,Träume sind für alle da,16,23,31.82%,16,23,31.82%,,,
651,1992,23,100.00%,1992,,,,🇳🇱 Netherlands,Humphrey Campbell,Wijs me de weg,9,23,63.64%,9,23,63.64%,,,
652,1993,1,0.00%,1993,,,,🇮🇹 Italy,Enrico Ruggeri,Sole d'Europa,12,25,54.17%,12,25,54.17%,,,
653,1993,2,4.17%,1993,,,,🇹🇷 Türkiye,Burak Aydos,Esmer Yarim,21,25,16.67%,21,25,16.67%,,,
654,1993,3,8.33%,1993,,,,🇩🇪 Germany,Münchener Freiheit,Viel zu weit,18,25,29.17%,18,25,29.17%,,,
655,1993,4,12.50%,1993,,,,🇨🇭 Switzerland,Annie Cotton,"Moi, tout simplement",3,25,91.67%,3,25,91.67%,,,
656,1993,5,16.67%,1993,,,,🇩🇰 Denmark,Tommy Seebach Band,Under stjernerne på himlen,22.5,25,10.42%,22.5,25,10.42%,,,
657,1993,6,20.83%,1993,,,,🇬🇷 Greece,Katerina Garbi,"Ellada, hora tou fotos",9,25,66.67%,9,25,66.67%,,,
658,1993,7,25.00%,1993,,,,🇧🇪 Belgium,Barbara Dex,Iemand als jij,25,25,0.00%,25,25,0.00%,,,
659,1993,8,29.17%,1993,,,,🇲🇹 Malta,William Mangion,This Time,8,25,70.83%,8,25,70.83%,,,
660,1993,9,33.33%,1993,,,,🇮🇸 Iceland,Inga,Þá veistu svarið,13,25,50.00%,13,25,50.00%,,,
661,1993,10,37.50%,1993,,,,🇦🇹 Austria,Tony Wegas,Maria Magdalena,14,25,45.83%,14,25,45.83%,,,
662,1993,11,41.67%,1993,,,,🇵🇹 Portugal,Anabela,A cidade (até ser dia),10,25,62.50%,10,25,62.50%,,,
663,1993,12,45.83%,1993,,,,🇫🇷 France,Patrick Fiori,Mama Corsica,4,25,87.50%,4,25,87.50%,,,
664,1993,13,50.00%,1993,,,,🇸🇪 Sweden,Arvingarna,Eloise,7,25,75.00%,7,25,75.00%,,,
665,1993,14,54.17%,1993,,,,🇮🇪 Ireland,Niamh Kavanagh,In Your Eyes,1,25,100.00%,1,25,100.00%,,,
666,1993,15,58.33%,1993,,,,🇱🇺 Luxembourg,Modern Times,Donne-moi une chance,20,25,20.83%,20,25,20.83%,,,
667,1993,16,62.50%,1993,,,,🇸🇮 Slovenia,1X Band,Tih deževen dan,22.5,25,10.42%,22.5,25,10.42%,,,
668,1993,17,66.67%,1993,,,,🇫🇮 Finland,Katri Helena,Tule luo,17,25,33.33%,17,25,33.33%,,,
669,1993,18,70.83%,1993,,,,🇧🇦 Bosnia & Herzegovina,Fazla,Sva bol svijeta,16,25,37.50%,16,25,37.50%,,,
670,1993,19,75.00%,1993,,,,🇬🇧 United Kingdom,Sonia,Better the Devil You Know,2,25,95.83%,2,25,95.83%,,,
671,1993,20,79.17%,1993,,,,🇳🇱 Netherlands,Ruth Jacott,Vrede,6,25,79.17%,6,25,79.17%,,,
672,1993,21,83.33%,1993,,,,🇭🇷 Croatia,Put,Don't Ever Cry,15,25,41.67%,15,25,41.67%,,,
673,1993,22,87.50%,1993,,,,🇪🇸 Spain,Eva Santamaría,Hombres,11,25,58.33%,11,25,58.33%,,,
674,1993,23,91.67%,1993,,,,🇨🇾 Cyprus,Zimboulakis & Van Beke,Mi stamatas,19,25,25.00%,19,25,25.00%,,,
675,1993,24,95.83%,1993,,,,🇮🇱 Israel,Lahakat Shiru,Shiru,24,25,4.17%,24,25,4.17%,,,
676,1993,25,100.00%,1993,,,,🇳🇴 Norway,Silje Vige,Alle mine tankar,5,25,83.33%,5,25,83.33%,,,
677,1994,1,0.00%,1994,,,,🇸🇪 Sweden,Marie Bergman & Roger Pontare,Stjärnorna,13,25,50.00%,13,25,50.00%,,,
678,1994,2,4.17%,1994,,,,🇫🇮 Finland,CatCat,Bye Bye Baby,22,25,12.50%,22,25,12.50%,,,
679,1994,3,8.33%,1994,,,,🇮🇪 Ireland,Paul Harrington & Charlie McGettigan,Rock 'n' Roll Kids,1,25,100.00%,1,25,100.00%,,,
680,1994,4,12.50%,1994,,,,🇨🇾 Cyprus,Evridiki,Ime anthropos ki ego,11,25,58.33%,11,25,58.33%,,,
681,1994,5,16.67%,1994,,,,🇮🇸 Iceland,Sigga,Nætur,12,25,54.17%,12,25,54.17%,,,
682,1994,6,20.83%,1994,,,,🇬🇧 United Kingdom,Frances Ruffelle,We Will Be Free (Lonely Symphony),10,25,62.50%,10,25,62.50%,,,
683,1994,7,25.00%,1994,,,,🇭🇷 Croatia,Tony Cetinski,Nek' ti bude ljubav sva,16,25,37.50%,16,25,37.50%,,,
684,1994,8,29.17%,1994,,,,🇵🇹 Portugal,Sara Tavares,Chamar a música,8,25,70.83%,8,25,70.83%,,,
685,1994,9,33.33%,1994,,,,🇨🇭 Switzerland,Duilio,Sto pregando,19.5,25,22.92%,19.5,25,22.92%,,,
686,1994,10,37.50%,1994,,,,🇪🇪 Estonia,Silvi Vrait,Nagu merelaine,24,25,4.17%,24,25,4.17%,,,
687,1994,11,41.67%,1994,,,,🇷🇴 Romania,Dan Bittman,Dincolo de nori,21,25,16.67%,21,25,16.67%,,,
688,1994,12,45.83%,1994,,,,🇲🇹 Malta,Chris & Moira,More than Love,5,25,83.33%,5,25,83.33%,,,
689,1994,13,50.00%,1994,,,,🇳🇱 Netherlands,Willeke Alberti,Waar is de zon,23,25,8.33%,23,25,8.33%,,,
690,1994,14,54.17%,1994,,,,🇩🇪 Germany,MeKaDo,Wir geben 'ne Party,3,25,91.67%,3,25,91.67%,,,
691,1994,15,58.33%,1994,,,,🇸🇰 Slovakia,Martin Ďurinda & Tublatanka,Nekonečná pieseň,19.5,25,22.92%,19.5,25,22.92%,,,
692,1994,16,62.50%,1994,,,,🇱🇹 Lithuania,Ovidijus Vyšniauskas,Lopšinė mylimai,25,25,0.00%,25,25,0.00%,,,
693,1994,17,66.67%,1994,,,,🇳🇴 Norway,Elisabeth Andreasson & Jan Werner Danielsen,Duett,6,25,79.17%,6,25,79.17%,,,
694,1994,18,70.83%,1994,,,,🇧🇦 Bosnia & Herzegovina,Alma & Dejan,Ostani kraj mene,15,25,41.67%,15,25,41.67%,,,
695,1994,19,75.00%,1994,,,,🇬🇷 Greece,Kostas Bigalis & The Sea Lovers,To trehandiri,14,25,45.83%,14,25,45.83%,,,
696,1994,20,79.17%,1994,,,,🇦🇹 Austria,Petra Frey,Für den Frieden der Welt,17,25,33.33%,17,25,33.33%,,,
697,1994,21,83.33%,1994,,,,🇪🇸 Spain,Alejandro Abad,Ella no es ella,18,25,29.17%,18,25,29.17%,,,
698,1994,22,87.50%,1994,,,,🇭🇺 Hungary,Friderika Bayer,Kinek mondjam el vétkeimet?,4,25,87.50%,4,25,87.50%,,,
699,1994,23,91.67%,1994,,,,🇷🇺 Russia,Youddiph,Vechny strannik,9,25,66.67%,9,25,66.67%,,,
700,1994,24,95.83%,1994,,,,🇵🇱 Poland,Edyta Górniak,To nie ja!,2,25,95.83%,2,25,95.83%,,,
701,1994,25,100.00%,1994,,,,🇫🇷 France,Nina Morato,Je suis un vrai garçon,7,25,75.00%,7,25,75.00%,,,
702,1995,1,0.00%,1995,,,,🇵🇱 Poland,Justyna,Sama,18,23,22.73%,18,23,22.73%,,,
703,1995,2,4.55%,1995,,,,🇮🇪 Ireland,Eddie Friel,Dreamin',14,23,40.91%,14,23,40.91%,,,
704,1995,3,9.09%,1995,,,,🇩🇪 Germany,Stone & Stone,Verliebt in Dich,23,23,0.00%,23,23,0.00%,,,
705,1995,4,13.64%,1995,,,,🇧🇦 Bosnia & Herzegovina,Davorin Popović,Dvadeset prvi vijek,19,23,18.18%,19,23,18.18%,,,
706,1995,5,18.18%,1995,,,,🇳🇴 Norway,Secret Garden,Nocturne,1,23,100.00%,1,23,100.00%,,,
707,1995,6,22.73%,1995,,,,🇷🇺 Russia,Philipp Kirkorov,Kolybelnaya dlya vulkana,17,23,27.27%,17,23,27.27%,,,
708,1995,7,27.27%,1995,,,,🇮🇸 Iceland,Bo Halldórsson,Núna,15,23,36.36%,15,23,36.36%,,,
709,1995,8,31.82%,1995,,,,🇦🇹 Austria,Stella Jones,Die Welt dreht sich verkehrt,13,23,45.45%,13,23,45.45%,,,
710,1995,9,36.36%,1995,,,,🇪🇸 Spain,Anabel Conde,Vuelve conmigo,2,23,95.45%,2,23,95.45%,,,
711,1995,10,40.91%,1995,,,,🇹🇷 Türkiye,Arzu Ece,Sev,16,23,31.82%,16,23,31.82%,,,
712,1995,11,45.45%,1995,,,,🇭🇷 Croatia,Magazin & Lidija,Nostalgija,6,23,77.27%,6,23,77.27%,,,
713,1995,12,50.00%,1995,,,,🇫🇷 France,Nathalie Santamaria,Il me donne rendez-vous,4,23,86.36%,4,23,86.36%,,,
714,1995,13,54.55%,1995,,,,🇭🇺 Hungary,Csaba Szigeti,Új név a régi ház falán,22,23,4.55%,22,23,4.55%,,,
715,1995,14,59.09%,1995,,,,🇧🇪 Belgium,Frédéric Etherlinck,La voix est libre,20,23,13.64%,20,23,13.64%,,,
716,1995,15,63.64%,1995,,,,🇬🇧 United Kingdom,Love City Groove,Love City Groove,10.5,23,56.82%,10.5,23,56.82%,,,
717,1995,16,68.18%,1995,,,,🇵🇹 Portugal,Tó Cruz,Baunilha e chocolate,21,23,9.09%,21,23,9.09%,,,
718,1995,17,72.73%,1995,,,,🇨🇾 Cyprus,Alexandros Panayi,Sti fotia,9,23,63.64%,9,23,63.64%,,,
719,1995,18,77.27%,1995,,,,🇸🇪 Sweden,Jan Johansen,Se på mej,3,23,90.91%,3,23,90.91%,,,
720,1995,19,81.82%,1995,,,,🇩🇰 Denmark,Aud Wilken,Fra Mols til Skagen,5,23,81.82%,5,23,81.82%,,,
721,1995,20,86.36%,1995,,,,🇸🇮 Slovenia,Darja Švajger,Prisluhni mi,7,23,72.73%,7,23,72.73%,,,
722,1995,21,90.91%,1995,,,,🇮🇱 Israel,Liora,Amen,8,23,68.18%,8,23,68.18%,,,
723,1995,22,95.45%,1995,,,,🇲🇹 Malta,Mike Spiteri,Keep Me In Mind,10.5,23,56.82%,10.5,23,56.82%,,,
724,1995,23,100.00%,1995,,,,🇬🇷 Greece,Elina Konstantopoulou,Pia prosefhi,12,23,50.00%,12,23,50.00%,,,
725,1996,1,0.00%,1996,,,,🇹🇷 Türkiye,Şebnem Paker,Beşinci Mevsim,12,23,50.00%,12,23,50.00%,,,
726,1996,2,4.55%,1996,,,,🇬🇧 United Kingdom,Gina G,Ooh Aah... Just a Little Bit,8,23,68.18%,8,23,68.18%,,,
727,1996,3,9.09%,1996,,,,🇪🇸 Spain,Antonio Carbonell,"¡Ay, qué deseo!",20,23,13.64%,20,23,13.64%,,,
728,1996,4,13.64%,1996,,,,🇵🇹 Portugal,Lúcia Moniz,O meu coração não tem cor,6,23,77.27%,6,23,77.27%,,,
729,1996,5,18.18%,1996,,,,🇨🇾 Cyprus,Constantinos,Mono gia mas,9,23,63.64%,9,23,63.64%,,,
730,1996,6,22.73%,1996,,,,🇲🇹 Malta,Miriam Christine,In a Woman's Heart,10.5,23,56.82%,10.5,23,56.82%,,,
731,1996,7,27.27%,1996,,,,🇭🇷 Croatia,Maja Blagdan,Sveta ljubav,4,23,86.36%,4,23,86.36%,,,
732,1996,8,31.82%,1996,,,,🇦🇹 Austria,George Nussbaumer,Weil's dr guat got,10.5,23,56.82%,10.5,23,56.82%,,,
733,1996,9,36.36%,1996,,,,🇨🇭 Switzerland,Kathy Leander,Mon cœur l'aime,16.5,23,29.55%,16.5,23,29.55%,,,
734,1996,10,40.91%,1996,,,,🇬🇷 Greece,Marianna Efstratiou,Emis forame to himona anixiatika,14,23,40.91%,14,23,40.91%,,,
735,1996,11,45.45%,1996,,,,🇪🇪 Estonia,Maarja-Liis Ilus & Ivo Linna,Kaelakee hääl,5,23,81.82%,5,23,81.82%,,,
736,1996,12,50.00%,1996,,,,🇳🇴 Norway,Elisabeth Andreassen,I evighet,2,23,95.45%,2,23,95.45%,,,
737,1996,13,54.55%,1996,,,,🇫🇷 France,Dan Ar Braz & l'Héritage des Celtes,Diwanit Bugale,19,23,18.18%,19,23,18.18%,,,
738,1996,14,59.09%,1996,,,,🇸🇮 Slovenia,Regina,Dan najlepših sanj,21,23,9.09%,21,23,9.09%,,,
739,1996,15,63.64%,1996,,,,🇳🇱 Netherlands,Maxine & Franklin Brown,De eerste keer,7,23,72.73%,7,23,72.73%,,,
740,1996,16,68.18%,1996,,,,🇧🇪 Belgium,Lisa del Bo,Liefde is een kaartspel,16.5,23,29.55%,16.5,23,29.55%,,,
741,1996,17,72.73%,1996,,,,🇮🇪 Ireland,Eimear Quinn,The Voice,1,23,100.00%,1,23,100.00%,,,
742,1996,18,77.27%,1996,,,,🇫🇮 Finland,Jasmine,Niin kaunis on taivas,23,23,0.00%,23,23,0.00%,,,
743,1996,19,81.82%,1996,,,,🇮🇸 Iceland,Anna Mjöll,Sjúbídú,13,23,45.45%,13,23,45.45%,,,
744,1996,20,86.36%,1996,,,,🇵🇱 Poland,Kasia Kowalska,Chcę znać swój grzech...,15,23,36.36%,15,23,36.36%,,,
745,1996,21,90.91%,1996,,,,🇧🇦 Bosnia & Herzegovina,Amila Glamočak,Za našu ljubav,22,23,4.55%,22,23,4.55%,,,
746,1996,22,95.45%,1996,,,,🇸🇰 Slovakia,Marcel Palonder,Kým nás máš,18,23,22.73%,18,23,22.73%,,,
747,1996,23,100.00%,1996,,,,🇸🇪 Sweden,One More Time,Den vilda,3,23,90.91%,3,23,90.91%,,,
748,1997,1,0.00%,1997,,,,🇨🇾 Cyprus,Hara & Andreas Konstantinou,Mana mou,5,25,83.33%,5,25,83.33%,,,
749,1997,2,4.17%,1997,,,,🇹🇷 Türkiye,Şebnem Paker & Grup Ethnic,Dinle,3,25,91.67%,3,25,91.67%,,,
750,1997,3,8.33%,1997,,,,🇳🇴 Norway,Tor Endresen,San Francisco,24.5,25,2.08%,24.5,25,2.08%,,,
751,1997,4,12.50%,1997,,,,🇦🇹 Austria,Bettina Soriat,One Step,21,25,16.67%,21,25,16.67%,,,
752,1997,5,16.67%,1997,,,,🇮🇪 Ireland,Marc Roberts,Mysterious Woman,2,25,95.83%,2,25,95.83%,,,
753,1997,6,20.83%,1997,,,,🇸🇮 Slovenia,Tanja Ribič,Zbudi se,10,25,62.50%,10,25,62.50%,,,
754,1997,7,25.00%,1997,,,,🇨🇭 Switzerland,Barbara Berta,Dentro di me,22.5,25,10.42%,22.5,25,10.42%,,,
755,1997,8,29.17%,1997,,,,🇳🇱 Netherlands,Mrs. Einstein,Niemand heeft nog tijd,22.5,25,10.42%,22.5,25,10.42%,,,
756,1997,9,33.33%,1997,,,,🇮🇹 Italy,Jalisse,Fiumi di parole,4,25,87.50%,4,25,87.50%,,,
757,1997,10,37.50%,1997,,,,🇪🇸 Spain,Marcos Llunas,Sin rencor,6,25,79.17%,6,25,79.17%,,,
758,1997,11,41.67%,1997,,,,🇩🇪 Germany,Bianca Shomburg,Zeit,18.5,25,27.08%,18.5,25,27.08%,,,
759,1997,12,45.83%,1997,,,,🇵🇱 Poland,Anna Maria Jopek,Ale jestem,11,25,58.33%,11,25,58.33%,,,
760,1997,13,50.00%,1997,,,,🇪🇪 Estonia,Maarja-Liis Ilus,Keelatud maa,8,25,70.83%,8,25,70.83%,,,
761,1997,14,54.17%,1997,,,,🇧🇦 Bosnia & Herzegovina,Alma Čardžić,Goodbye,18.5,25,27.08%,18.5,25,27.08%,,,
762,1997,15,58.33%,1997,,,,🇵🇹 Portugal,Célia Lawson,Antes do adeus,24.5,25,2.08%,24.5,25,2.08%,,,
763,1997,16,62.50%,1997,,,,🇸🇪 Sweden,Blond,Bara hon älskar mig,14,25,45.83%,14,25,45.83%,,,
764,1997,17,66.67%,1997,,,,🇬🇷 Greece,Marianna Zorba,Horepse,12.5,25,52.08%,12.5,25,52.08%,,,
765,1997,18,70.83%,1997,,,,🇲🇹 Malta,Debbie Scerri,Let Me Fly,9,25,66.67%,9,25,66.67%,,,
766,1997,19,75.00%,1997,,,,🇭🇺 Hungary,V.I.P.,"Miért kell, hogy elmenj?",12.5,25,52.08%,12.5,25,52.08%,,,
767,1997,20,79.17%,1997,,,,🇷🇺 Russia,Alla Pugacheva,Primadonna,15,25,41.67%,15,25,41.67%,,,
768,1997,21,83.33%,1997,,,,🇩🇰 Denmark,Kølig Kaj,Stemmen i mit liv,16,25,37.50%,16,25,37.50%,,,
769,1997,22,87.50%,1997,,,,🇫🇷 France,Fanny,Sentiments songes,7,25,75.00%,7,25,75.00%,,,
770,1997,23,91.67%,1997,,,,🇭🇷 Croatia,E.N.I.,Probudi me,17,25,33.33%,17,25,33.33%,,,
771,1997,24,95.83%,1997,,,,🇬🇧 United Kingdom,Katrina & the Waves,Love Shine a Light,1,25,100.00%,1,25,100.00%,,,
772,1997,25,100.00%,1997,,,,🇮🇸 Iceland,Paul Oscar,Minn hinsti dans,20,25,20.83%,20,25,20.83%,,,
773,1998,1,0.00%,1998,,,,🇭🇷 Croatia,Danijela,Neka mi ne svane,5,25,83.33%,5,25,83.33%,,,
774,1998,2,4.17%,1998,,,,🇬🇷 Greece,Thalassa,Mia Krifi Evesthisia,20,25,20.83%,20,25,20.83%,,,
775,1998,3,8.33%,1998,,,,🇫🇷 France,Marie Line,Où aller,24,25,4.17%,24,25,4.17%,,,
776,1998,4,12.50%,1998,,,,🇪🇸 Spain,Mikel Herzog,¿Qué voy a hacer sin ti?,16,25,37.50%,16,25,37.50%,,,
777,1998,5,16.67%,1998,,,,🇨🇭 Switzerland,Gunvor,Lass ihn,25,25,0.00%,25,25,0.00%,,,
778,1998,6,20.83%,1998,,,,🇸🇰 Slovakia,Katarína Hasprová,Modlitba,21,25,16.67%,21,25,16.67%,,,
779,1998,7,25.00%,1998,,,,🇵🇱 Poland,Sixteen,To takie proste,17,25,33.33%,17,25,33.33%,,,
780,1998,8,29.17%,1998,,,,🇮🇱 Israel,Dana International,Diva,1,25,100.00%,1,25,100.00%,,,
781,1998,9,33.33%,1998,,,,🇩🇪 Germany,Guildo Horn,Guildo hat euch lieb!,7,25,75.00%,7,25,75.00%,,,
782,1998,10,37.50%,1998,,,,🇲🇹 Malta,Chiara,The One That I Love,3,25,91.67%,3,25,91.67%,,,
783,1998,11,41.67%,1998,,,,🇭🇺 Hungary,Charlie,A holnap már nem lesz szomorú,23,25,8.33%,23,25,8.33%,,,
784,1998,12,45.83%,1998,,,,🇸🇮 Slovenia,Vili Resnik,Naj bogovi slišijo,18,25,29.17%,18,25,29.17%,,,
785,1998,13,50.00%,1998,,,,🇮🇪 Ireland,Dawn Martin,Is Always Over Now?,9,25,66.67%,9,25,66.67%,,,
786,1998,14,54.17%,1998,,,,🇵🇹 Portugal,Alma Lusa,Se eu te pudesse abraçar,12.5,25,52.08%,12.5,25,52.08%,,,
787,1998,15,58.33%,1998,,,,🇷🇴 Romania,Mălina Olinescu,Eu cred,22,25,12.50%,22,25,12.50%,,,
788,1998,16,62.50%,1998,,,,🇬🇧 United Kingdom,Imaani,Where Are You?,2,25,95.83%,2,25,95.83%,,,
789,1998,17,66.67%,1998,,,,🇨🇾 Cyprus,Michael Hajiyanni,Genesis,11,25,58.33%,11,25,58.33%,,,
790,1998,18,70.83%,1998,,,,🇳🇱 Netherlands,Edsilia,Hemel en aarde,4,25,87.50%,4,25,87.50%,,,
791,1998,19,75.00%,1998,,,,🇸🇪 Sweden,Jill Johnson,Kärleken är,10,25,62.50%,10,25,62.50%,,,
792,1998,20,79.17%,1998,,,,🇧🇪 Belgium,Mélanie Cohl,Dis oui,6,25,79.17%,6,25,79.17%,,,
793,1998,21,83.33%,1998,,,,🇫🇮 Finland,Edea,Aava,15,25,41.67%,15,25,41.67%,,,
794,1998,22,87.50%,1998,,,,🇳🇴 Norway,Lars Fredriksen,Alltid sommer,8,25,70.83%,8,25,70.83%,,,
795,1998,23,91.67%,1998,,,,🇪🇪 Estonia,Koit Toome,Mere lapsed,12.5,25,52.08%,12.5,25,52.08%,,,
796,1998,24,95.83%,1998,,,,🇹🇷 Türkiye,Tüzmen,Unutamazsın,14,25,45.83%,14,25,45.83%,,,
797,1998,25,100.00%,1998,,,,🇲🇰 North Macedonia,Vlado Janevski,"Ne zori, zoro",19,25,25.00%,19,25,25.00%,,,
798,1999,1,0.00%,1999,,,,🇱🇹 Lithuania,Aistė Smilgevičiūtė,Strazdas,20,23,13.64%,20,23,13.64%,,,
799,1999,2,4.55%,1999,,,,🇧🇪 Belgium,Vanessa Chinitor,Like the Wind,12.5,23,47.73%,12.5,23,47.73%,,,
800,1999,3,9.09%,1999,,,,🇪🇸 Spain,Lydia,No quiero escuchar,23,23,0.00%,23,23,0.00%,,,
801,1999,4,13.64%,1999,,,,🇭🇷 Croatia,Doris Dragović,Marija Magdalena,4,23,86.36%,4,23,86.36%,,,
802,1999,5,18.18%,1999,,,,🇬🇧 United Kingdom,Precious,Say It Again,12.5,23,47.73%,12.5,23,47.73%,,,
803,1999,6,22.73%,1999,,,,🇸🇮 Slovenia,Darja Švajger,For a Thousand Years,11,23,54.55%,11,23,54.55%,,,
804,1999,7,27.27%,1999,,,,🇹🇷 Türkiye,Tuğba Önal & Grup Mistik,Dön Artık,16,23,31.82%,16,23,31.82%,,,
805,1999,8,31.82%,1999,,,,🇳🇴 Norway,Stig Van Eijk,Living My Life Without You,14,23,40.91%,14,23,40.91%,,,
806,1999,9,36.36%,1999,,,,🇩🇰 Denmark,Trine Jepsen & Michael Teschl,This Time I Mean It,8.5,23,65.91%,8.5,23,65.91%,,,
807,1999,10,40.91%,1999,,,,🇫🇷 France,Nayah,Je veux donner ma voix,19,23,18.18%,19,23,18.18%,,,
808,1999,11,45.45%,1999,,,,🇳🇱 Netherlands,Marlayne,One Good Reason,8.5,23,65.91%,8.5,23,65.91%,,,
809,1999,12,50.00%,1999,,,,🇵🇱 Poland,Mietek Szcześniak,Przytul mnie mocno,18,23,22.73%,18,23,22.73%,,,
810,1999,13,54.55%,1999,,,,🇮🇸 Iceland,Selma,All Out of Luck,2,23,95.45%,2,23,95.45%,,,
811,1999,14,59.09%,1999,,,,🇨🇾 Cyprus,Marlain,Tha'nai Erotas,22,23,4.55%,22,23,4.55%,,,
812,1999,15,63.64%,1999,,,,🇸🇪 Sweden,Charlotte Nilsson,Take Me to Your Heaven,1,23,100.00%,1,23,100.00%,,,
813,1999,16,68.18%,1999,,,,🇵🇹 Portugal,Rui Bandeira,Como tudo começou,21,23,9.09%,21,23,9.09%,,,
814,1999,17,72.73%,1999,,,,🇮🇪 Ireland,The Mullans,When You Need Me,17,23,27.27%,17,23,27.27%,,,
815,1999,18,77.27%,1999,,,,🇦🇹 Austria,Bobbie Singer,Reflection,10,23,59.09%,10,23,59.09%,,,
816,1999,19,81.82%,1999,,,,🇮🇱 Israel,Eden,Yom Huledet (Happy Birthday),5,23,81.82%,5,23,81.82%,,,
817,1999,20,86.36%,1999,,,,🇲🇹 Malta,Times Three,Believe 'n Peace,15,23,36.36%,15,23,36.36%,,,
818,1999,21,90.91%,1999,,,,🇩🇪 Germany,Sürpriz,Reise nach Jerusalem – Kudüs'e seyahat,3,23,90.91%,3,23,90.91%,,,
819,1999,22,95.45%,1999,,,,🇧🇦 Bosnia & Herzegovina,Dino & Béatrice,Putnici,7,23,72.73%,7,23,72.73%,,,
820,1999,23,100.00%,1999,,,,🇪🇪 Estonia,Evelin Samuel & Camille,Diamond of Night,6,23,77.27%,6,23,77.27%,,,
821,2000,1,0.00%,2000,,,,🇮🇱 Israel,PingPong,Sameach,22,24,8.70%,22,24,8.70%,,,
822,2000,2,4.35%,2000,,,,🇳🇱 Netherlands,Linda Wagenmakers,No Goodbyes,13,24,47.83%,13,24,47.83%,,,
823,2000,3,8.70%,2000,,,,🇬🇧 United Kingdom,Nicki French,Don't Play That Song Again,16,24,34.78%,16,24,34.78%,,,
824,2000,4,13.04%,2000,,,,🇪🇪 Estonia,Ines,Once in a Lifetime,4,24,86.96%,4,24,86.96%,,,
825,2000,5,17.39%,2000,,,,🇫🇷 France,Sofia Mestari,On aura le ciel,23,24,4.35%,23,24,4.35%,,,
826,2000,6,21.74%,2000,,,,🇷🇴 Romania,Taxi,The Moon,17,24,30.43%,17,24,30.43%,,,
827,2000,7,26.09%,2000,,,,🇲🇹 Malta,Claudette Pace,Desire,8,24,69.57%,8,24,69.57%,,,
828,2000,8,30.43%,2000,,,,🇳🇴 Norway,Charmed,My Heart Goes Boom,11,24,56.52%,11,24,56.52%,,,
829,2000,9,34.78%,2000,,,,🇷🇺 Russia,Alsou,Solo,2,24,95.65%,2,24,95.65%,,,
830,2000,10,39.13%,2000,,,,🇧🇪 Belgium,Nathalie Sorce,Envie de vivre,24,24,0.00%,24,24,0.00%,,,
831,2000,11,43.48%,2000,,,,🇨🇾 Cyprus,Voice,Nomiza,21,24,13.04%,21,24,13.04%,,,
832,2000,12,47.83%,2000,,,,🇮🇸 Iceland,August & Telma,Tell Me!,12,24,52.17%,12,24,52.17%,,,
833,2000,13,52.17%,2000,,,,🇪🇸 Spain,Serafín Zubiri,Colgado de un sueño,18.5,24,23.91%,18.5,24,23.91%,,,
834,2000,14,56.52%,2000,,,,🇩🇰 Denmark,Olsen Brothers,Fly on the Wings of Love,1,24,100.00%,1,24,100.00%,,,
835,2000,15,60.87%,2000,,,,🇩🇪 Germany,Stefan Raab,Wadde hadde dudde da?,5,24,82.61%,5,24,82.61%,,,
836,2000,16,65.22%,2000,,,,🇨🇭 Switzerland,Jane Bogaert,La vita cos'è?,20,24,17.39%,20,24,17.39%,,,
837,2000,17,69.57%,2000,,,,🇭🇷 Croatia,Goran Karan,Kad zaspu anđeli,9,24,65.22%,9,24,65.22%,,,
